time,wx,wy,wz
1.873,-1.64,1.36,1.72
1.875,-1.65,1.33,1.70
1.876,-1.65,1.30,1.68
1.884,-1.65,1.27,1.67
1.885,-1.65,1.25,1.66
1.885,-1.65,1.23,1.64
1.889,-1.64,1.22,1.63
1.891,-1.63,1.21,1.62
1.897,-1.62,1.20,1.61
1.898,-1.60,1.20,1.61
1.899,-1.59,1.20,1.60
1.900,-1.57,1.20,1.59
1.902,-1.55,1.20,1.58
1.904,-1.53,1.21,1.57
1.908,-1.51,1.21,1.56
1.911,-1.49,1.21,1.56
1.912,-1.47,1.22,1.55
1.914,-1.45,1.23,1.53
1.916,-1.43,1.24,1.52
1.919,-1.41,1.25,1.51
1.921,-1.39,1.26,1.50
1.926,-1.37,1.27,1.49
1.928,-1.36,1.27,1.47
1.929,-1.34,1.28,1.46
1.931,-1.33,1.29,1.44
1.934,-1.31,1.29,1.43
1.938,-1.30,1.30,1.41
1.939,-1.29,1.30,1.40
1.941,-1.28,1.31,1.38
1.943,-1.26,1.31,1.37
1.947,-1.25,1.31,1.34
1.949,-1.24,1.31,1.32
1.951,-1.23,1.31,1.30
1.954,-1.22,1.31,1.28
