time,wx,wy,wz
13.806,0.6,0.73,-0.24
13.823,0.25,0.92,-0.07
13.839,-0.15,1.03,0.17
13.861,-0.36,0.89,0.36
13.873,-0.36,0.67,0.47
13.889,-0.23,0.49,0.49
13.906,-0.06,0.28,0.44
13.923,0.09,0.03,0.33
13.939,0.19,-0.2,0.18
13.956,0.22,-0.31,0.04
13.973,0.19,-0.26,-0.06
13.989,0.11,-0.14,-0.1
14.006,0.03,-0.06,-0.09
14.022,-0.02,-0.06,-0.06
14.039,0.03,-0.05,0.04
14.069,0.09,-0.05,0.07
14.09,0.19,-0.06,0.06
14.106,0.24,-0.08,0.03
14.136,0.25,-0.11,0.01
14.153,0.25,-0.13,0.02
14.169,0.18,-0.1,0.05
14.202,0.11,-0.07,0.09
14.219,-0.03,0.05,0.2
14.236,-0.1,0.09,0.26
14.269,-0.2,0.07,0.36
14.286,-0.25,0.07,0.38
14.303,-0.34,0.06,0.4
14.319,-0.47,0.07,0.41
14.336,-0.61,0.07,0.42
14.352,-0.76,0.07,0.43
14.369,-0.89,0.05,0.46
14.386,-1.01,0.05,0.5
14.403,-1.12,0.04,0.53
14.419,-1.14,-0.03,0.52
14.436,-1.06,-0.16,0.47
14.452,-0.98,-0.19,0.43
14.473,-0.98,-0.1,0.4
14.489,-1.06,0.02,0.39
14.506,-1.13,0.19,0.39
14.523,-1.1,0.38,0.35
