time,wx,wy,wz
8.28,-4.71,-4.41,-5.07
8.296,-4.62,-2.91,-4.35
8.313,-4.72,-2.02,-3.46
8.33,-4.98,-2.08,-2.81
8.346,-4.97,-2.57,-2.51
8.363,-4.39,-3.07,-2.52
8.38,-3.27,-2.73,-2.55
8.396,-2.43,-2.5,-2.4
8.413,-1.86,-2.32,-1.96
8.43,-1.22,-1.87,-1.3
8.446,-0.67,-1.45,-0.57
8.463,-0.25,-1.09,0.12
8.48,0.14,-0.65,0.66
8.496,0.52,-0.15,1.06
8.513,0.8,0.27,1.34
8.53,0.99,0.66,1.57
8.546,1.13,1.1,1.84
8.563,1.33,1.71,2.31
8.58,1.43,2.06,2.94
8.596,1.3,2.01,3.43
8.613,1.32,2.12,3.78
8.629,1.47,2.47,4
8.646,1.53,2.4,4.01
8.663,1.48,2.1,3.83
8.68,1.56,2.01,3.48
8.696,1.85,2.18,3.12
8.713,2.53,2.43,2.84
8.746,2.88,2.51,2.87
8.763,3.23,2.39,2.93
8.78,3.29,2.3,2.88
8.813,3.13,1.71,2.35
8.829,3.01,1.16,1.76
8.846,2.8,0.4,0.99
8.863,2.44,-0.51,0.14
8.88,2,-1.26,-0.66
8.896,1.51,-1.63,-1.32
8.913,0.93,-1.71,-1.84
8.93,0.3,-1.67,-2.23
8.946,-0.34,-1.64,-2.57
8.963,-1.01,-1.71,-3.04
8.979,-1.62,-1.93,-3.65
8.996,-2.13,-2.31,-4.21
9.013,-2.67,-2.87,-4.53
9.03,-3.34,-3.36,-4.54
9.046,-4,-3.24,-4.19
9.063,-4.34,-2.58,-3.62
9.08,-4.58,-2.25,-3.12
9.096,-4.72,-2.52,-2.88
9.113,-4.43,-3.61,-2.95
9.13,-3.63,-4,-3
9.146,-2.76,-3.81,-2.87
9.163,-2.39,-3.68,-2.53
9.18,-2.14,-3.32,-2.04
9.196,-1.77,-2.68,-1.49
9.213,-1.49,-2.06,-0.95
9.23,-1.31,-1.5,-0.55
9.246,-1.1,-0.95,-0.3
9.263,-0.84,-0.49,-0.2
9.279,-0.58,-0.25,-0.17
9.296,-0.32,-0.31,0.06
9.329,-0.39,-0.32,0.35
9.346,-0.53,0.19,1.46
9.363,-0.71,0.56,2.31
9.396,-1.24,0.49,4.1
9.413,-1.4,0.44,4.44
9.43,-1.67,0.06,4.41
9.446,-2.04,-0.42,4.1
9.463,-2.31,-0.68,3.6
9.479,-2.43,-0.58,3
9.496,-2.42,-0.18,2.42
9.513,-2.27,0.3,1.98
9.53,-2.06,0.61,1.7
9.546,-1.86,0.58,1.57
9.563,-1.72,0.3,1.52
9.58,-1.6,-0.07,1.5
9.596,-1.42,-0.39,1.43
9.613,-1.23,-0.6,1.28
9.63,-1.09,-0.7,1.06
9.646,-1.02,-0.72,0.79
9.663,-1.08,-0.72,0.49
9.68,-1.29,-0.77,0.17
9.696,-1.63,-0.83,-0.16
9.713,-2.02,-0.82,-0.5
9.73,-2.46,-0.72,-0.85
9.746,-2.96,-0.64,-1.2
9.763,-3.48,-0.65,-1.61
9.78,-4,-0.76,-2.12
9.796,-4.51,-1.08,-2.72
9.813,-4.96,-1.68,-3.3
9.83,-5.28,-2.29,-3.75
9.846,-5.45,-2.6,-4.04
9.863,-5.63,-2.88,-4.23
9.879,-5.87,-3.18,-4.42
9.896,-5.92,-3.17,-4.65
9.913,-5.89,-3.08,-4.91
9.929,-5.6,-2.98,-5.19
9.946,-4.78,-3.28,-5.38
9.98,-3.83,-3.43,-4.79
9.996,-3.24,-3.14,-4.26
10.013,-2.67,-2.91,-3.61
10.03,-2.19,-2.8,-2.87
10.046,-1.83,-2.73,-2.12
10.063,-1.55,-2.61,-1.42
10.08,-1.29,-2.46,-0.8
10.096,-1.07,-2.34,-0.23
10.113,-0.97,-2.29,0.23
10.13,-0.95,-2.18,0.63
10.146,-0.94,-1.87,0.93
10.163,-0.88,-1.28,1.19
10.18,-0.82,-0.6,1.45
10.196,-0.77,-0.04,1.82
10.213,-0.65,0.33,2.27
10.23,-0.46,0.52,2.8
10.246,-0.2,0.59,3.32
10.263,0.17,0.52,3.78
10.28,0.53,0.25,4.17
10.296,0.88,-0.07,4.51
10.313,1.17,-0.23,4.73
10.329,1.34,-0.17,4.65
10.346,1.45,0.26,4.39
10.363,1.44,0.84,4.05
10.379,1.26,1.33,3.69
10.396,1.05,1.78,3.31
10.413,0.94,2.18,2.95
10.43,0.92,2.38,2.6
10.446,1.07,2.3,2.31
10.463,1.3,2.02,2.07
10.48,1.52,1.66,1.82
10.496,1.71,1.25,1.48
10.513,1.88,0.8,1.05
10.53,2.19,-0.26,-0.16
10.563,2.19,-0.85,-0.89
10.58,1.77,-1.81,-2.25
10.596,1.36,-2.21,-2.78
10.63,0.28,-2.92,-3.54
10.646,-0.42,-3.34,-3.93
10.663,-1.19,-4.08,-4.43
10.68,-2.22,-4.84,-4.87
10.696,-4.87,-4,-4.43
10.713,-4.59,-2.76,-4.95
10.73,-5.24,-2.55,-5.06
10.746,-5.4,-1.97,-4.73
10.763,-5.29,-1.79,-4.19
10.78,-5.07,-2.32,-3.54
10.796,-4.43,-2.94,-2.89
10.813,-3.44,-3.15,-2.14
10.83,-2.58,-3.14,-1.35
10.846,-1.82,-2.88,-0.56
10.863,-1.15,-2.36,0.18
10.88,-0.67,-1.76,0.76
10.896,-0.28,-1.14,1.13
10.913,0.04,-0.58,1.29
10.929,0.25,-0.13,1.3
10.946,0.38,0.17,1.25
10.963,0.45,0.38,1.21
10.979,0.44,0.58,1.3
10.996,0.42,0.77,1.53
11.013,0.5,1.01,1.96
11.03,0.66,1.21,2.52
11.046,0.77,1.24,3.07
11.063,0.87,1.16,3.56
11.08,1.17,1.3,3.99
11.096,1.58,1.57,4.22
11.113,1.8,1.5,4.12
11.13,1.92,1.36,3.72
11.146,2.22,1.54,3.14
11.163,2.8,1.85,2.14
11.18,3.22,2.03,1.93
11.213,3.76,2.06,2.07
11.229,3.84,2.02,2.21
11.246,3.82,1.97,2.25
11.263,3.71,1.81,2.11
11.28,3.53,1.52,1.74
11.296,3.34,1.1,1.14
11.313,3.14,0.5,0.36
11.33,2.88,-0.31,-0.48
11.346,2.49,-1.16,-1.25
11.363,1.96,-1.82,-1.86
11.38,1.2,-2.19,-2.38
11.396,0.27,-2.33,-2.73
11.413,-0.73,-2.3,-2.94
11.43,-1.75,-2.33,-3.19
11.446,-2.58,-2.44,-3.6
11.463,-3.12,-2.62,-4.06
11.48,-3.57,-3.05,-4.36
11.496,-4.06,-3.55,-4.35
11.513,-4.56,-3.75,-3.93
11.53,-4.9,-3.41,-3.19
11.546,-5.02,-2.87,-2.38
11.563,-4.82,-2.8,-1.87
11.58,-4.28,-2.84,-1.65
11.596,-3.7,-2.9,-1.52
11.613,-3.17,-2.91,-1.36
11.63,-2.6,-2.68,-1.16
