time,ax,ay,az,aT
8.9950,3.4790,-6.5310,10.9790,13.240
9.0040,7.2920,-4.6510,14.1750,16.605
9.0140,12.6650,-5.7490,10.6820,17.537
9.0240,16.0400,-7.3660,5.2720,18.421
9.0350,15.8350,-8.0870,3.7410,18.170
9.0440,13.0150,-8.2420,3.8200,15.872
9.0550,9.7360,-7.5710,3.6160,12.852
9.0640,7.9480,-5.9920,3.2890,10.483
9.0750,7.2000,-4.2990,2.7410,8.822
9.0840,6.7930,-3.2810,1.0890,7.622
9.0950,6.3680,-2.3790,-0.7590,6.840
9.1040,5.5170,-1.2260,-2.1800,6.057
9.1140,4.1440,0.0280,-3.1430,5.201
9.1230,2.5680,1.1770,-3.6710,4.632
9.1340,1.1640,1.8970,-4.0580,4.628
9.1440,0.0750,2.3270,-4.3420,4.927
9.1540,-0.6540,2.5940,-4.4890,5.226
9.1650,-1.2130,2.9240,-4.4870,5.491
